student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category
335,18,Male,1st Year,4.5,1,152,ChatGPT+Gemini,Notes,1,90,53,5,37,60.5,63.4,7,3.1,25.4,5.6,2.7,2.9,9,40.3,1,Low
336,20,Male,10th,3.5,1,12,Claude,Homework,2,0,110,2,36,79.3,76.1,3,2.3,14.5,8.7,4.1,3.6,6,51.1,1,Medium
337,14,Male,2nd Year,2.0,1,166,None,None,1,57,105,4,79,48.8,68.4,1,5.2,21.3,6.1,5.3,3.8,8,42.7,1,Low
338,16,Male,3rd Year,6.0,0,165,Claude,Exam Prep,4,19,53,7,24,46.0,60.9,2,5.7,33.6,7.5,1.6,1.9,3,33.7,0,Low
339,15,Male,10th,3.7,1,157,Copilot,Exam Prep,10,33,5,1,25,92.9,53.4,7,2.6,36.5,7.9,5.3,2.0,6,58.8,1,Medium
340,22,Female,2nd Year,4.2,0,13,Claude,Notes,10,50,6,1,34,99.7,73.2,10,4.1,-19.4,6.6,2.5,1.0,2,67.7,1,Medium
341,23,Male,2nd Year,4.3,1,49,Claude,Exam Prep,7,35,33,9,58,57.0,70.5,4,3.6,31.2,4.5,2.0,4.3,8,52.5,1,Medium
342,19,Other,10th,5.1,0,67,Claude,Coding,10,25,67,3,99,46.6,99.5,7,7.7,-9.1,8.7,3.4,0.7,1,65.2,1,Medium
343,23,Male,10th,0.6,1,0,Copilot,Coding,3,86,14,1,58,58.3,67.8,8,5.4,-10.7,6.2,2.1,2.7,10,62.9,1,Medium
344,16,Male,3rd Year,1.7,0,2,ChatGPT,Notes,9,32,12,7,40,51.3,93.1,7,8.0,34.5,4.9,1.7,0.1,3,46.6,1,Low
345,21,Male,2nd Year,4.2,1,177,None,Doubt Solving,2,0,72,7,32,87.5,96.7,5,1.8,36.5,7.8,5.4,2.5,10,54.5,1,Medium
346,21,Female,3rd Year,5.4,1,163,Claude,Doubt Solving,2,66,36,2,48,93.1,59.7,1,3.8,3.8,8.4,2.4,4.3,6,49.7,1,Low
347,15,Male,2nd Year,4.3,1,131,Gemini,Doubt Solving,7,49,80,8,24,57.4,57.9,6,3.7,-16.3,7.7,0.9,4.6,6,47.4,1,Low
348,19,Female,3rd Year,2.8,0,170,None,Notes,9,34,37,3,86,72.0,96.5,7,5.1,28.8,6.2,2.6,4.2,7,76.4,1,High
349,20,Female,10th,2.5,1,13,Claude,Homework,6,34,77,3,40,35.5,74.7,4,4.6,30.8,8.9,1.7,3.8,3,27.9,0,Low
350,15,Female,10th,4.6,0,88,Claude,Exam Prep,1,58,100,5,28,62.4,51.5,3,3.3,-7.4,4.5,3.1,0.8,8,47.4,1,Low
351,24,Female,11th,4.6,1,102,Gemini,Coding,6,76,30,2,86,30.5,55.3,6,8.4,39.0,4.7,3.9,3.0,7,59.4,1,Medium
352,23,Male,3rd Year,3.8,1,124,Copilot,None,4,96,65,4,63,77.0,41.2,10,9.2,27.1,5.4,0.1,0.6,6,66.8,1,Medium
353,15,Male,11th,2.1,1,66,ChatGPT+Gemini,Coding,5,12,109,2,81,42.3,59.3,3,8.0,6.8,4.7,4.7,0.4,8,55.5,1,Medium
354,23,Male,11th,5.6,1,6,Gemini,None,4,21,82,9,86,91.5,77.3,10,7.3,7.2,6.2,2.8,0.1,5,90.7,1,High
355,14,Female,1st Year,3.5,0,7,ChatGPT+Gemini,Homework,3,55,82,6,81,74.1,58.7,8,6.3,0.4,7.0,3.3,1.1,10,74.8,1,Medium
356,21,Male,2nd Year,4.8,0,43,ChatGPT,Exam Prep,2,4,59,1,81,95.0,53.7,5,4.0,24.6,5.5,0.8,3.7,10,77.9,1,High
357,14,Male,12th,1.7,1,134,ChatGPT,Doubt Solving,2,80,118,9,79,95.7,43.5,6,9.3,17.1,4.2,2.6,2.4,6,75.8,1,High
358,22,Other,1st Year,2.4,1,47,Claude,None,10,42,12,8,68,41.8,90.8,3,6.8,26.8,6.8,3.0,0.8,6,54.0,1,Medium
359,24,Male,2nd Year,5.3,1,61,None,Coding,4,73,20,2,58,65.9,78.8,1,9.0,12.2,6.8,0.2,1.2,3,52.4,1,Medium
360,19,Female,12th,0.8,1,24,Claude,Doubt Solving,3,54,94,3,60,43.7,94.5,1,5.1,-16.9,8.4,1.1,1.3,2,42.6,1,Low
361,20,Female,11th,3.3,0,117,Copilot,Doubt Solving,6,90,43,7,69,61.7,41.3,5,4.7,32.5,4.5,2.2,4.1,7,54.0,1,Medium
362,23,Male,12th,3.1,1,112,ChatGPT+Gemini,Notes,10,14,27,4,36,61.5,95.3,5,1.7,7.1,5.9,1.1,1.4,10,52.2,1,Medium
363,20,Male,10th,4.6,1,145,ChatGPT,Notes,3,41,56,8,72,81.5,71.4,1,4.0,23.7,5.2,1.9,1.1,6,57.1,1,Medium
364,23,Male,10th,2.1,1,121,ChatGPT,Exam Prep,3,8,0,1,74,98.3,48.1,6,4.5,-4.9,4.5,5.3,2.1,2,74.6,1,Medium
365,16,Female,3rd Year,1.7,1,3,Claude,Coding,4,70,98,10,97,74.0,55.1,9,5.4,-4.6,5.5,3.7,4.4,4,82.7,1,High
366,15,Female,2nd Year,5.6,1,144,Claude,Notes,5,56,9,4,94,87.1,48.7,4,5.3,1.9,8.0,3.3,3.7,3,77.2,1,High
367,22,Female,1st Year,3.6,1,46,Copilot,Exam Prep,9,9,7,1,75,58.3,53.6,8,9.3,0.6,5.2,5.1,3.3,3,69.1,1,Medium
368,21,Female,11th,1.1,1,117,Claude,Homework,5,63,76,7,20,35.1,55.8,7,5.6,-3.2,8.6,1.4,4.6,8,36.9,0,Low
369,23,Female,2nd Year,1.6,1,44,None,Doubt Solving,1,40,62,9,84,66.0,75.0,6,8.6,-0.8,7.5,5.9,4.0,2,67.5,1,Medium
370,20,Male,11th,6.0,0,88,Claude,Coding,9,12,82,1,83,93.3,55.7,2,2.2,-11.6,4.5,1.3,1.7,7,60.4,1,Medium
371,22,Male,10th,1.6,0,2,None,Coding,2,15,66,8,71,46.8,69.5,9,6.1,-19.2,5.1,3.0,0.3,2,65.1,1,Medium
372,17,Female,1st Year,3.9,0,139,None,Exam Prep,4,97,119,10,34,48.4,78.5,10,5.8,38.6,4.2,5.8,0.5,7,46.9,1,Low
373,17,Male,1st Year,2.8,1,144,Copilot,Notes,10,71,66,6,21,37.3,86.7,6,2.4,-15.5,4.6,2.0,1.9,9,31.8,0,Low
374,14,Male,10th,5.4,1,117,Claude,Doubt Solving,6,59,26,6,31,99.8,93.0,10,3.2,1.2,7.6,1.0,1.8,9,53.7,1,Medium
375,21,Female,12th,4.7,1,21,None,Doubt Solving,9,30,17,8,64,59.0,49.5,1,5.5,30.1,4.8,2.4,4.2,4,43.1,1,Low
376,16,Male,1st Year,3.8,1,38,None,Coding,2,54,34,1,76,50.9,78.7,10,5.7,-19.8,5.5,1.4,4.9,5,55.2,1,Medium
377,20,Female,12th,0.6,0,38,Claude,Coding,9,91,43,9,61,94.9,46.8,5,9.1,26.8,7.4,4.5,4.8,8,63.6,1,Medium
378,15,Female,11th,5.3,1,106,Claude,Doubt Solving,9,70,97,6,21,86.8,54.1,6,2.5,5.2,7.2,5.5,3.3,10,52.3,1,Medium
379,15,Male,1st Year,2.9,0,99,ChatGPT+Gemini,Homework,1,33,93,3,81,91.4,74.2,8,3.7,-7.2,8.5,5.1,2.0,7,85.6,1,High
380,20,Female,3rd Year,5.6,1,15,ChatGPT,Exam Prep,6,96,7,1,53,96.5,96.8,10,3.2,-11.0,5.7,0.9,1.9,4,74.7,1,Medium
381,19,Male,10th,3.2,0,178,Gemini,Homework,6,3,84,4,36,90.0,76.5,4,8.0,30.1,5.8,5.7,0.1,2,51.8,1,Medium
382,16,Male,12th,4.3,1,117,ChatGPT,Notes,9,54,45,5,60,99.0,92.6,9,2.9,-2.8,4.5,4.4,4.3,2,76.0,1,High
383,22,Male,3rd Year,0.9,1,28,ChatGPT+Gemini,Homework,6,89,82,4,97,74.8,80.3,3,9.1,8.5,5.4,4.5,4.5,6,67.1,1,Medium
384,23,Male,11th,4.6,1,70,Gemini,Homework,2,65,42,7,94,46.9,85.0,8,9.4,1.5,8.2,3.3,1.0,9,67.6,1,Medium
385,19,Female,11th,2.4,1,168,ChatGPT,Notes,8,95,111,6,90,41.7,53.3,2,2.0,32.1,4.7,2.2,1.8,2,54.1,1,Medium
386,23,Male,1st Year,2.4,0,155,Copilot,None,1,58,45,10,84,72.2,69.2,6,3.0,-11.4,5.9,1.5,3.1,5,67.1,1,Medium
387,23,Male,1st Year,1.2,0,76,ChatGPT+Gemini,None,5,40,39,5,34,55.1,88.3,1,4.5,39.0,8.2,2.8,1.5,3,36.5,0,Low
388,19,Male,3rd Year,1.3,1,148,Copilot,Exam Prep,10,65,93,3,57,39.2,79.6,4,8.8,-18.9,5.1,4.8,1.8,4,49.7,1,Low
389,14,Female,2nd Year,1.5,1,131,Copilot,Doubt Solving,3,89,55,9,92,85.8,41.9,10,2.1,-8.0,4.8,1.9,2.3,2,76.6,1,High
390,17,Female,2nd Year,2.3,1,125,ChatGPT,Homework,6,46,26,3,84,54.5,80.1,9,4.1,8.4,4.0,5.3,1.8,6,65.5,1,Medium
391,23,Male,1st Year,5.4,0,98,None,Exam Prep,5,26,19,3,28,61.2,51.5,7,7.3,-9.5,8.6,0.9,0.5,2,52.6,1,Medium
392,19,Male,2nd Year,2.5,1,115,Gemini,Notes,10,78,77,3,61,72.8,95.9,10,7.5,-5.1,8.3,0.3,3.6,3,67.6,1,Medium
393,19,Male,10th,4.5,1,14,None,None,4,20,56,8,85,58.1,95.7,10,4.2,39.2,4.9,3.0,0.8,9,77.4,1,High
394,24,Male,3rd Year,1.0,1,89,Claude,Exam Prep,3,90,11,2,70,90.6,90.7,4,9.7,16.7,7.9,5.6,4.3,6,61.4,1,Medium
395,18,Female,10th,3.8,1,173,Claude,None,1,97,112,4,97,98.8,51.7,7,4.2,-17.3,8.9,5.0,1.6,10,79.1,1,High
396,14,Female,2nd Year,3.2,1,134,ChatGPT+Gemini,Homework,8,10,22,8,99,57.0,46.8,3,6.5,8.6,5.5,0.8,1.3,6,63.7,1,Medium
397,21,Male,1st Year,5.9,0,145,Copilot,Doubt Solving,5,86,11,1,38,42.5,93.4,4,6.5,14.9,7.3,0.8,3.6,1,34.8,0,Low
398,18,Male,10th,5.2,0,88,ChatGPT+Gemini,Notes,8,21,116,3,50,49.5,69.0,1,8.2,-0.2,5.0,0.6,3.9,5,39.1,0,Low
399,18,Male,11th,3.0,1,148,ChatGPT,Notes,9,22,107,4,85,77.2,92.6,1,4.2,33.3,6.9,4.7,1.6,7,61.7,1,Medium
400,20,Female,1st Year,4.8,1,115,Copilot,Homework,8,64,43,6,51,35.8,91.3,4,4.7,28.6,5.6,2.0,4.5,5,39.0,0,Low
401,17,Male,3rd Year,1.6,0,135,Claude,None,6,58,38,2,94,77.2,91.6,9,4.8,4.2,7.1,2.0,3.3,9,78.0,1,High
402,19,Other,12th,3.6,1,19,ChatGPT,Exam Prep,10,75,41,7,27,66.9,53.9,1,1.5,25.4,7.3,5.6,0.6,10,30.8,0,Low
403,17,Female,12th,0.9,0,81,ChatGPT,Doubt Solving,8,88,93,3,88,33.2,79.5,2,7.6,11.7,7.6,3.8,0.7,9,56.0,1,Medium
404,16,Male,1st Year,2.4,1,116,None,Notes,5,69,47,8,51,58.8,96.3,5,7.9,28.8,8.5,5.6,1.1,2,53.3,1,Medium
405,20,Female,2nd Year,1.7,0,66,ChatGPT+Gemini,Homework,9,97,90,2,66,46.1,60.1,7,8.4,9.3,4.5,1.4,3.9,8,54.9,1,Medium
406,21,Female,10th,4.5,1,61,ChatGPT+Gemini,Homework,6,27,87,9,89,39.1,79.6,2,7.4,-13.3,5.4,4.5,4.7,9,65.1,1,Medium
407,17,Female,10th,3.2,1,17,None,Coding,2,24,66,4,27,95.9,62.0,7,6.3,-1.4,4.9,0.6,3.9,4,60.8,1,Medium
408,15,Male,1st Year,4.6,0,90,Gemini,None,7,81,93,8,53,50.4,55.9,5,6.1,17.4,6.2,4.0,0.1,2,45.1,1,Low
409,23,Male,11th,3.3,1,109,Claude,Coding,1,0,34,4,23,64.6,88.9,6,6.8,37.5,6.2,2.6,0.7,9,52.0,1,Medium
410,16,Female,3rd Year,1.0,0,55,Claude,Exam Prep,10,31,96,6,55,72.8,51.3,3,1.1,32.9,5.7,0.2,2.7,4,54.0,1,Medium
411,14,Female,2nd Year,4.5,1,84,ChatGPT+Gemini,Homework,1,28,36,8,63,74.0,46.5,10,5.0,30.4,8.9,0.5,2.9,2,78.4,1,High
412,21,Female,11th,5.1,1,149,Claude,None,8,19,39,5,44,56.7,56.5,6,1.4,12.8,7.8,5.6,4.2,4,53.8,1,Medium
413,16,Female,1st Year,5.5,1,7,Claude,Exam Prep,5,45,112,6,45,48.9,66.8,2,5.4,-8.8,4.5,4.7,1.8,6,35.9,0,Low
414,23,Female,1st Year,3.6,1,138,ChatGPT,Exam Prep,10,76,15,2,52,69.5,88.0,10,2.3,-18.9,6.0,4.8,4.3,5,65.0,1,Medium
415,20,Female,11th,4.6,1,106,None,Doubt Solving,9,56,47,4,28,85.6,54.0,10,1.1,1.1,8.3,0.2,0.8,6,50.9,1,Medium
416,23,Male,12th,4.6,1,11,None,Coding,6,11,17,5,66,92.6,94.4,5,7.6,26.1,4.8,4.5,1.0,10,67.1,1,Medium
417,18,Female,1st Year,1.4,0,175,Copilot,Exam Prep,1,71,17,1,91,71.4,73.0,5,7.3,-5.0,6.3,0.2,1.4,8,77.0,1,High
418,23,Female,3rd Year,1.4,0,102,Copilot,Doubt Solving,6,38,13,7,36,67.0,82.8,6,4.5,-2.5,7.9,1.7,1.2,9,52.3,1,Medium
419,18,Female,2nd Year,0.9,1,62,Gemini,Doubt Solving,1,7,95,6,34,97.6,55.1,3,1.6,-12.8,4.4,3.0,3.9,8,44.4,1,Low
420,20,Female,11th,2.3,1,26,Copilot,None,5,81,75,4,61,44.2,90.6,2,9.8,22.5,8.1,2.4,1.7,8,47.8,1,Low
421,22,Male,12th,3.1,1,34,None,Coding,3,84,41,4,73,31.2,41.9,3,2.4,-2.8,4.6,0.8,0.6,6,43.9,1,Low
422,18,Female,11th,6.0,0,129,Claude,Coding,10,27,1,3,32,64.5,52.7,4,5.4,17.7,6.3,5.9,2.6,1,42.9,1,Low
423,14,Female,12th,2.9,1,135,None,Homework,10,30,52,1,69,34.1,86.8,8,3.4,11.4,8.8,0.3,0.6,3,56.3,1,Medium
424,23,Male,12th,4.5,1,19,ChatGPT,Exam Prep,9,14,89,6,63,34.1,43.9,7,2.2,39.6,6.5,4.1,4.1,5,46.1,1,Low
425,23,Male,3rd Year,4.3,1,7,None,Doubt Solving,1,59,86,5,22,32.3,75.6,1,5.6,36.8,8.5,4.7,1.7,10,23.4,0,Low
426,14,Male,2nd Year,1.6,0,67,Copilot,Homework,6,38,59,6,72,73.3,83.4,7,2.8,3.7,8.6,1.7,2.5,1,63.3,1,Medium
427,15,Male,1st Year,0.8,0,158,Claude,None,3,96,34,10,75,73.8,74.4,3,4.2,28.1,6.1,2.4,4.4,1,64.9,1,Medium
428,19,Male,12th,3.5,0,159,None,Exam Prep,9,86,63,1,73,47.9,46.1,4,6.5,4.4,8.7,0.5,2.0,7,49.4,1,Low
429,22,Male,1st Year,4.4,1,140,Claude,Exam Prep,2,79,32,2,76,61.5,75.9,10,4.5,-3.8,4.4,2.2,0.5,2,73.2,1,Medium
430,21,Female,2nd Year,6.0,1,85,ChatGPT+Gemini,Homework,7,87,40,7,31,59.3,76.7,7,5.7,-19.1,5.7,2.1,4.3,5,44.4,1,Low
431,18,Female,1st Year,2.5,0,25,None,Doubt Solving,9,20,62,9,78,64.5,69.1,2,3.1,23.1,8.4,0.2,0.7,4,61.0,1,Medium
432,14,Female,3rd Year,5.4,1,80,ChatGPT+Gemini,Homework,3,7,88,6,84,44.0,61.9,9,7.3,-3.2,6.7,1.6,3.8,8,59.6,1,Medium
433,20,Female,3rd Year,2.6,1,156,Copilot,Exam Prep,3,41,3,6,56,86.9,54.6,5,6.7,8.8,7.6,5.6,2.2,1,57.1,1,Medium
434,18,Male,10th,4.3,0,119,ChatGPT+Gemini,Homework,3,58,20,5,39,50.2,44.6,4,7.2,-10.1,4.2,4.1,3.9,9,44.3,1,Low
435,19,Male,3rd Year,3.8,1,17,Claude,Homework,1,80,111,5,91,52.9,42.1,9,4.1,-16.1,7.3,0.1,0.5,9,67.2,1,Medium
436,20,Female,12th,0.8,1,68,Claude,None,9,78,3,6,56,75.5,87.5,9,9.5,24.8,8.2,3.1,3.7,4,61.7,1,Medium
437,16,Male,2nd Year,0.9,1,139,ChatGPT+Gemini,Exam Prep,9,77,94,2,50,98.7,71.5,2,6.6,-2.4,7.4,2.1,3.0,2,46.1,1,Low
438,23,Other,3rd Year,0.6,1,129,ChatGPT,Coding,6,19,55,10,44,44.3,48.9,9,2.1,-4.7,8.8,5.9,1.1,7,59.3,1,Medium
439,16,Female,11th,2.5,1,169,ChatGPT+Gemini,None,9,95,112,6,69,55.1,45.7,1,9.8,-4.4,7.5,5.7,2.2,5,50.9,1,Medium
440,18,Female,2nd Year,4.6,0,134,ChatGPT,Doubt Solving,9,60,78,4,68,56.2,45.5,1,6.1,-13.7,5.6,4.1,4.3,2,42.9,1,Low
441,19,Other,12th,1.5,0,46,ChatGPT+Gemini,Exam Prep,1,10,3,3,27,67.0,48.7,6,7.3,-18.1,5.3,0.1,2.7,6,47.5,1,Low
442,22,Male,2nd Year,3.8,0,122,Claude,None,3,31,3,7,54,88.5,41.7,1,4.4,-8.8,7.1,0.9,0.7,8,56.1,1,Medium
443,18,Male,3rd Year,2.1,1,53,None,None,3,3,107,5,32,80.8,85.9,6,5.0,28.0,4.5,4.6,3.8,6,56.7,1,Medium
444,14,Female,11th,4.9,0,14,Claude,Coding,1,28,2,10,40,44.4,62.0,6,7.6,38.9,5.9,3.6,0.6,7,47.2,1,Low
445,17,Male,10th,4.9,0,160,ChatGPT+Gemini,Homework,6,4,115,3,92,79.9,57.3,9,8.8,10.9,6.2,1.4,1.8,9,90.1,1,High
446,18,Female,12th,4.8,1,175,Gemini,Coding,4,75,54,8,43,38.8,67.7,7,9.6,28.3,7.0,0.6,0.5,3,26.9,0,Low
447,23,Male,12th,3.4,1,65,ChatGPT,Exam Prep,8,38,68,5,67,43.4,58.6,2,9.9,-4.7,5.2,2.2,2.0,9,48.8,1,Low
448,23,Female,2nd Year,2.1,0,80,Gemini,None,6,22,82,3,52,57.6,81.8,1,6.4,21.0,8.6,5.3,4.3,10,45.0,1,Low
449,18,Female,1st Year,5.0,0,35,Claude,None,4,96,101,9,20,54.1,57.9,3,1.8,33.5,8.7,3.2,3.9,4,33.1,0,Low
450,20,Female,1st Year,1.5,1,16,ChatGPT,Exam Prep,5,15,31,2,91,90.9,77.2,2,6.2,17.0,7.0,1.8,4.5,7,74.9,1,Medium
451,17,Male,11th,2.1,0,1,None,Homework,2,49,57,3,22,99.8,62.5,8,2.8,22.1,7.4,0.5,2.7,3,56.5,1,Medium
452,14,Male,10th,1.5,1,32,ChatGPT+Gemini,None,10,10,72,3,33,44.2,64.6,10,6.8,-14.0,5.5,1.1,3.3,5,58.6,1,Medium
453,18,Female,10th,4.2,1,92,ChatGPT,Exam Prep,1,71,66,1,33,76.0,87.0,10,4.0,1.4,5.3,2.5,3.2,5,55.6,1,Medium
454,20,Male,2nd Year,4.3,0,123,ChatGPT,Notes,7,96,33,7,68,70.8,71.1,4,5.7,-18.1,5.3,4.5,0.2,8,61.3,1,Medium
455,23,Female,2nd Year,4.1,0,133,Copilot,Coding,10,47,62,6,52,83.9,64.3,3,6.9,-10.0,6.0,2.9,3.0,5,49.6,1,Low
456,23,Female,1st Year,2.8,0,170,None,Notes,3,33,88,6,23,79.0,59.7,2,9.2,-2.1,8.6,2.8,2.4,7,41.8,1,Low
457,19,Female,3rd Year,1.1,0,99,ChatGPT,Notes,3,20,116,6,57,49.3,79.3,1,8.1,37.2,5.5,1.7,1.8,4,49.9,1,Low
458,18,Female,10th,5.5,1,87,None,Coding,6,62,9,7,44,88.9,77.6,7,1.2,-17.6,5.4,1.5,0.8,6,63.9,1,Medium
459,17,Male,3rd Year,3.3,1,10,Claude,Exam Prep,3,16,31,6,66,63.5,45.0,2,2.4,7.1,5.6,4.0,0.6,10,55.5,1,Medium
460,15,Female,10th,2.7,1,4,None,Coding,7,33,4,9,32,95.3,80.5,1,8.8,26.3,5.2,4.3,2.5,4,33.8,0,Low
461,17,Female,3rd Year,3.7,1,29,Gemini,Homework,7,50,28,5,58,69.2,67.1,6,7.7,10.4,7.6,5.8,0.8,5,61.4,1,Medium
462,23,Male,3rd Year,1.6,0,137,Gemini,Notes,5,66,6,1,44,50.4,98.4,4,2.3,15.2,6.0,5.4,3.7,7,46.4,1,Low
463,23,Other,10th,1.2,0,90,None,None,1,23,14,1,92,92.7,68.1,3,6.3,36.0,6.3,3.5,3.9,6,74.3,1,Medium
464,16,Male,11th,2.7,1,90,ChatGPT+Gemini,Notes,9,21,1,1,62,87.8,96.6,2,6.3,19.1,7.6,3.7,1.4,4,60.5,1,Medium
465,23,Male,11th,1.7,1,151,Copilot,Exam Prep,2,9,9,2,57,96.3,88.2,6,8.0,25.5,7.3,2.3,3.1,10,70.1,1,Medium
466,14,Male,2nd Year,1.8,1,121,Gemini,Coding,4,4,10,4,54,92.5,98.1,4,8.3,-17.6,6.0,5.8,0.3,6,66.0,1,Medium
467,21,Female,3rd Year,5.4,1,117,Gemini,None,10,30,52,6,74,47.2,52.4,10,7.1,27.7,4.1,5.5,4.5,5,69.4,1,Medium
468,18,Male,3rd Year,3.4,1,60,ChatGPT,Doubt Solving,10,23,55,7,69,87.1,59.9,6,7.4,5.3,8.5,0.3,3.1,10,75.7,1,High
469,17,Female,3rd Year,3.2,0,101,None,None,2,10,39,5,97,71.6,75.3,4,7.0,-18.8,4.6,2.2,1.8,1,73.1,1,Medium
470,21,Female,3rd Year,4.3,0,25,Claude,Exam Prep,1,50,57,7,53,58.2,45.8,10,2.4,31.0,8.2,2.4,2.8,7,54.2,1,Medium
471,20,Male,3rd Year,5.7,0,108,None,Exam Prep,1,47,118,2,44,30.5,82.7,9,7.2,37.4,7.7,1.6,1.7,10,52.4,1,Medium
472,15,Male,1st Year,1.1,1,111,None,Exam Prep,1,77,84,6,61,78.8,56.1,6,5.2,16.2,8.2,2.6,0.4,8,67.3,1,Medium
473,14,Female,12th,5.1,0,38,Claude,Coding,7,3,75,3,70,89.8,49.0,6,9.8,33.3,8.5,2.7,1.3,3,76.9,1,High
474,24,Male,3rd Year,3.7,1,2,ChatGPT+Gemini,Exam Prep,9,7,67,9,56,72.3,43.5,9,7.4,-8.3,4.2,4.7,0.1,5,76.6,1,High
475,17,Female,1st Year,1.3,1,37,Claude,Homework,1,6,91,10,85,51.8,64.9,4,4.4,16.2,6.2,5.5,3.9,2,63.6,1,Medium
476,21,Male,11th,2.1,1,41,Gemini,Homework,10,98,92,10,53,34.0,47.6,8,9.2,7.0,4.3,3.2,4.8,1,49.4,1,Low
477,15,Female,3rd Year,3.2,0,47,ChatGPT,Notes,6,31,76,4,57,76.1,69.9,4,3.1,-17.8,5.6,1.5,1.5,1,53.8,1,Medium
478,16,Female,11th,4.3,1,12,Claude,Notes,5,85,113,5,50,58.3,64.5,7,5.2,17.6,4.7,3.2,3.6,6,60.3,1,Medium
479,14,Male,2nd Year,1.8,1,88,Copilot,Coding,3,21,81,5,45,64.8,92.3,9,1.6,14.6,6.9,1.1,2.6,8,47.5,1,Low
480,14,Male,12th,3.4,0,87,Copilot,Doubt Solving,2,89,26,2,95,69.5,44.4,3,6.7,-17.3,7.1,2.1,0.1,1,58.4,1,Medium
481,16,Male,10th,4.3,0,55,Copilot,Notes,2,35,2,4,45,83.8,91.6,5,6.0,-7.5,6.8,3.2,4.9,9,56.0,1,Medium
482,24,Male,12th,3.0,1,62,Claude,Notes,2,28,98,7,82,67.6,82.9,1,5.5,-2.6,5.1,5.7,4.8,8,53.8,1,Medium
483,18,Female,3rd Year,5.2,0,79,ChatGPT,Notes,7,67,38,2,67,66.8,78.8,4,2.9,-8.3,5.2,2.8,4.4,3,52.0,1,Medium
484,16,Female,3rd Year,5.3,1,42,Claude,None,4,94,21,5,98,63.7,98.5,3,5.4,19.0,5.5,0.1,1.6,6,59.3,1,Medium
485,14,Male,12th,3.1,1,74,Gemini,Notes,7,85,80,5,29,59.9,43.0,3,5.1,11.9,4.8,0.7,0.7,5,45.1,1,Low
486,14,Female,12th,5.9,0,56,Claude,Exam Prep,10,60,91,5,55,73.6,69.4,6,1.2,2.0,6.2,2.4,1.6,6,63.0,1,Medium
487,21,Female,2nd Year,0.9,1,148,None,Notes,1,52,60,7,59,31.7,83.8,6,2.5,6.0,7.5,1.0,3.7,7,48.6,1,Low
488,23,Male,11th,0.5,1,172,Copilot,None,10,71,37,10,45,80.6,72.1,2,9.1,38.0,8.0,1.9,2.4,6,39.4,0,Low
489,24,Male,10th,2.6,0,163,Copilot,Coding,4,84,15,7,28,52.0,59.2,6,8.1,-13.3,4.1,5.2,4.6,3,38.8,0,Low
490,15,Female,12th,3.8,0,62,None,None,9,14,68,8,72,56.1,41.6,2,2.1,-8.8,4.2,4.1,0.1,1,47.0,1,Low
491,16,Female,10th,4.0,1,125,ChatGPT,Exam Prep,7,47,85,1,89,73.0,79.1,10,9.8,12.3,7.1,3.8,4.8,8,83.9,1,High
492,15,Female,12th,3.1,0,124,ChatGPT+Gemini,None,10,53,119,3,99,47.3,91.9,2,5.2,38.7,6.3,2.4,4.8,4,64.0,1,Medium
493,16,Female,11th,1.2,0,0,Copilot,Exam Prep,6,67,16,1,72,76.1,83.1,9,7.8,24.3,5.7,4.6,3.9,7,67.8,1,Medium
494,20,Male,10th,1.4,0,91,Copilot,Coding,7,68,60,7,58,38.9,43.1,8,5.9,29.2,7.9,6.0,2.5,5,55.7,1,Medium
495,14,Female,1st Year,5.2,0,118,ChatGPT+Gemini,Doubt Solving,2,99,74,5,80,75.5,82.1,7,7.9,24.0,6.5,2.0,1.8,10,77.2,1,High
496,23,Female,11th,5.3,1,160,Claude,Notes,1,63,85,2,71,80.2,84.3,1,7.0,-15.3,6.9,4.0,4.8,5,53.1,1,Medium
497,21,Female,10th,4.2,1,31,Copilot,Homework,10,65,43,10,87,79.0,79.8,3,1.6,-2.4,5.7,1.2,3.4,3,64.7,1,Medium
498,23,Male,12th,4.2,1,125,ChatGPT,Doubt Solving,9,49,43,2,87,84.2,75.3,9,9.2,12.4,5.5,0.6,3.8,6,77.0,1,High
499,23,Male,12th,3.8,1,25,Claude,Notes,2,71,99,7,92,66.2,82.1,7,7.9,-16.3,8.7,5.8,4.0,6,73.7,1,Medium
500,23,Male,11th,1.6,1,60,Claude,Homework,2,46,40,5,97,90.5,74.6,6,3.0,3.9,7.5,1.2,4.3,8,92.9,1,High
501,15,Female,11th,2.9,0,111,Copilot,Exam Prep,3,67,109,4,61,46.3,68.7,7,3.0,-7.4,5.7,0.6,2.5,4,54.9,1,Medium
502,16,Male,12th,4.3,0,144,Claude,None,3,12,107,8,86,56.8,72.2,9,7.2,19.1,9.0,2.9,4.8,6,72.0,1,Medium
503,22,Male,10th,3.5,1,68,Claude,Exam Prep,3,13,105,3,94,97.0,44.3,9,7.3,-14.1,4.3,4.2,1.5,6,92.1,1,High
